trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2632090,190,1,190 Downtown,,1,1190,shp-190-07,1,1
2455090,190,1,190 Downtown,,1,1190,shp-190-07,1,1
893010,190,4,190 Downtown,,1,1190,shp-190-07,1,1
2632020,190,3,190 Downtown,,1,1190,shp-190-07,1,1
1746070,190,2,190 Lincoln St,,0,1190,shp-190-53,1,1
1472090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
495020,190,3,190 Lincoln St,,0,2190,shp-190-53,1,1
1988070,190,2,190 Lincoln St,,0,2196,shp-190-53,1,1
1558090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
2299010,190,4,190 Lincoln St,,0,2190,shp-190-53,1,1
1388070,190,2,190 Lincoln St,,0,1196,shp-190-53,1,1
192070,190,2,190 Lincoln St,,0,1196,shp-190-53,1,1
184070,190,2,190 Lincoln St,,0,1190,shp-190-53,1,1
1014070,190,2,190 Lincoln St,,0,2196,shp-190-53,1,1
1351020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
1098070,190,2,190 Lincoln St,,0,1190,shp-190-53,1,1
458070,190,2,190 Lincoln St,,0,2196,shp-190-53,1,1
794070,190,2,190 Lincoln St,,0,1190,shp-190-53,1,1
495090,190,1,190 Lincoln St,,0,2190,shp-190-53,1,1
1571010,190,4,190 Lincoln St,,0,1190,shp-190-53,1,1
1137020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
313020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
1080070,190,2,190 Lincoln St,,0,1196,shp-190-53,1,1
1976010,190,4,190 Lincoln St,,0,2190,shp-190-53,1,1
1208010,190,4,190 Lincoln St,,0,2190,shp-190-53,1,1
542010,190,4,190 Lincoln St,,0,1190,shp-190-53,1,1
1137090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
2386090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
1455020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
490070,190,2,190 Lincoln St,,0,1196,shp-190-53,1,1
433070,190,2,190 Lincoln St,,0,2196,shp-190-53,1,1
1848020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
643010,190,4,190 Lincoln St,,0,1190,shp-190-53,1,1
861020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
1959070,190,2,190 Lincoln St,,0,1190,shp-190-53,1,1
412010,190,4,190 Lincoln St,,0,2190,shp-190-53,1,1
313090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
1851020,190,3,190 Lincoln St,,0,2190,shp-190-53,1,1
494010,190,4,190 Lincoln St,,0,1190,shp-190-53,1,1
472020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
292010,190,4,190 Lincoln St,,0,1190,shp-190-53,1,1
1987090,190,1,190 Lincoln St,,0,2190,shp-190-53,1,1
1848090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
1455090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
2333090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
578010,190,4,190 Lincoln St,,0,1190,shp-190-53,1,1
1045010,190,4,190 Lincoln St,,0,2190,shp-190-53,1,1
1612090,190,1,190 Lincoln St,,0,2190,shp-190-53,1,1
105090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
1108020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
167020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
1351090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
992070,190,2,190 Lincoln St,,0,1190,shp-190-53,1,1
2386020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
2016070,190,2,190 Lincoln St,,0,2196,shp-190-53,1,1
294070,190,2,190 Lincoln St,,0,1190,shp-190-53,1,1
1851090,190,1,190 Lincoln St,,0,2190,shp-190-53,1,1
537010,190,4,190 Lincoln St,,0,2190,shp-190-53,1,1
1558020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
2537020,190,3,190 Lincoln St,,0,2190,shp-190-53,1,1
137010,190,4,190 Lincoln St,,0,1190,shp-190-53,1,1
167090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
1040020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
382070,190,2,190 Lincoln St,,0,1190,shp-190-53,1,1
355070,190,2,190 Lincoln St,,0,1190,shp-190-53,1,1
727010,190,4,190 Lincoln St,,0,1190,shp-190-53,1,1
697010,190,4,190 Lincoln St,,0,2190,shp-190-53,1,1
726010,190,4,190 Lincoln St,,0,1190,shp-190-53,1,1
861090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
105020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
987010,190,4,190 Lincoln St,,0,2190,shp-190-53,1,1
1477010,190,4,190 Lincoln St,,0,1190,shp-190-53,1,1
2333020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
2523070,190,2,190 Lincoln St,,0,1196,shp-190-53,1,1
1612020,190,3,190 Lincoln St,,0,2190,shp-190-53,1,1
1987020,190,3,190 Lincoln St,,0,2190,shp-190-53,1,1
1875070,190,2,190 Lincoln St,,0,1190,shp-190-53,1,1
522010,190,4,190 Lincoln St,,0,2190,shp-190-53,1,1
2537090,190,1,190 Lincoln St,,0,2190,shp-190-53,1,1
1568090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
1472020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
1361010,190,4,190 Lincoln St,,0,1190,shp-190-53,1,1
472090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
1362010,190,4,190 Lincoln St,,0,2190,shp-190-53,1,1
161010,190,4,190 Lincoln St,,0,2190,shp-190-53,1,1
261010,190,4,190 Lincoln St,,0,1190,shp-190-53,1,1
1108090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
1040090,190,1,190 Lincoln St,,0,1190,shp-190-53,1,1
1568020,190,3,190 Lincoln St,,0,1190,shp-190-53,1,1
927010,190,4,190 Lincoln St,,0,2190,shp-190-53,1,1
2607020,190S,3,190S Downtown,,0,2A,shp-190S-07,1,1
1995020,190S,3,190S Downtown,,0,2A,shp-190S-07,1,1
2621020,190S,3,190S Downtown,,0,2A,shp-190S-07,1,1
1538020,190S,3,190S Downtown,,0,2A,shp-190S-07,1,1
236020,190S,3,190S Downtown,,0,2A,shp-190S-07,1,1
1997020,190S,3,190S Lincoln St,,1,2B,shp-190S-04,1,1
936020,190S,3,190S Lincoln St,,1,2A,shp-190S-04,1,1
1722020,190S,3,190S Lincoln St,,1,2D,shp-190S-04,1,1
1525020,190S,3,190S Lincoln St,,1,2C,shp-190S-04,1,1
2144020,190S,3,190S Lincoln St,,1,2C,shp-190S-04,1,1
2376020,190S,3,190S Lincoln St,,1,2D,shp-190S-04,1,1
1101020,190S,3,190S Lincoln St,,1,2A,shp-190S-04,1,1
185020,190S,3,190S Lincoln St,,1,2D,shp-190S-04,1,1
656020,190S,3,190S Lincoln St,,1,2B,shp-190S-03,1,1
264020,190S,3,190S Lincoln St,,1,2D,shp-190S-04,1,1
1214020,190S,3,190S Lincoln St,,1,2B,shp-190S-03,1,1
908020,190S,3,190S Lincoln St,,1,2C,shp-190S-04,1,1
210020,190S,3,190S Lincoln St,,1,2C,shp-190S-04,1,1
1648020,190S,3,190S Lincoln St,,1,2D,shp-190S-04,1,1
2285020,190S,3,190S Lincoln St,,1,2C,shp-190S-04,1,1
2133020,190S,3,190S Lincoln St,,1,2C,shp-190S-04,1,1
716020,190S,3,190S Lincoln St,,1,2B,shp-190S-04,1,1
2204020,190S,3,190S Lincoln St,,1,2A,shp-190S-04,1,1
2302020,190S,3,190S Lincoln St,,1,2D,shp-190S-04,1,1
1942020,190S,3,190S Lincoln St,,1,2B,shp-190S-03,1,1
714020,190S,3,190S Lincoln St,,1,2D,shp-190S-04,1,1
2006020,190S,3,190S Lincoln St,,1,2B,shp-190S-04,1,1
1449020,190S,3,190S Lincoln St,,1,2A,shp-190S-04,1,1
2543020,190S,3,190S Lincoln St,,1,2B,shp-190S-03,1,1
1670020,190S,3,190S Lincoln St,,1,2C,shp-190S-04,1,1
1541020,190S,3,190S Lincoln St,,1,2A,shp-190S-04,1,1
2266020,190S,3,190S Lincoln St,,1,2D,shp-190S-04,1,1
1313020,190S,3,190S Lincoln St,,1,2C,shp-190S-04,1,1
51020,190S,3,190S Lincoln St,,1,2B,shp-190S-04,1,1
1330020,190S,3,190S Lincoln St,,1,2D,shp-190S-04,1,1
2304020,190S,3,190S Lincoln St,,1,2B,shp-190S-03,1,1
2042020,190S,3,190S Lincoln St,,1,2C,shp-190S-04,1,1
276020,190S,3,190S Lincoln St,,1,2C,shp-190S-04,1,1
2477020,190S,3,190S Lincoln St,,1,2D,shp-190S-04,1,1
85020,190S,3,190S WWU,,0,1C,shp-190S-54,1,1
839020,190S,3,190S WWU,,1,1190S,shp-190S-05,1,1
2283020,190S,3,190S WWU,,0,2190S,shp-190S-51,1,1
2209020,190S,3,190S WWU,,0,1B,shp-190S-53,1,1
246020,190S,3,190S WWU,,0,1B,shp-190S-51,1,1
1192020,190S,3,190S WWU,,0,1B,shp-190S-51,1,1
1762020,190S,3,190S WWU,,0,1B,shp-190S-53,1,1
1610020,190S,3,190S WWU,,1,3190S,shp-190S-02,1,1
452020,190S,3,190S WWU,,0,1C,shp-190S-54,1,1
166020,190S,3,190S WWU,,0,1D,shp-190S-51,1,1
2164020,190S,3,190S WWU,,1,1D,shp-190S-05,1,1
1672020,190S,3,190S WWU,,0,1B,shp-190S-51,1,1
1031020,190S,3,190S WWU,,1,1D,shp-190S-05,1,1
56020,190S,3,190S WWU,,0,1B,shp-190S-53,1,1
951020,190S,3,190S WWU,,1,1D,shp-190S-05,1,1
763020,190S,3,190S WWU,,0,1D,shp-190S-53,1,1
1443020,190S,3,190S WWU,,1,1D,shp-190S-05,1,1
1605090,196,1,196 Downtown,,1,1107,shp-196-51,1,1
115070,196,2,196 Downtown,,1,2196,shp-196-51,1,1
1036090,196,1,196 Downtown,,1,2107,shp-196-51,1,1
1371090,196,1,196 Downtown,,1,1107,shp-196-51,1,1
435070,196,2,196 Downtown,,1,1196,shp-196-51,1,1
1671090,196,1,196 Downtown,,1,2107,shp-196-51,1,1
1985020,196,3,196 Downtown,,1,2107,shp-196-51,1,1
1985090,196,1,196 Downtown,,1,2107,shp-196-51,1,1
1371020,196,3,196 Downtown,,1,1107,shp-196-51,1,1
1605020,196,3,196 Downtown,,1,1107,shp-196-51,1,1
1036020,196,3,196 Downtown,,1,2107,shp-196-51,1,1
2052020,196,3,196 Downtown,,1,1107,shp-196-51,1,1
2228090,196,1,196 Downtown,,1,2107,shp-196-51,1,1
2228020,196,3,196 Downtown,,1,2107,shp-196-51,1,1
1859020,196,3,196 Downtown,,1,2107,shp-196-51,1,1
2340020,196,3,196 Downtown,,1,2107,shp-196-51,1,1
545070,196,2,196 Downtown,,1,2196,shp-196-51,1,1
401020,196,3,196 Downtown,,1,1107,shp-196-51,1,1
2106090,196,1,196 Downtown,,1,1107,shp-196-51,1,1
1815070,196,2,196 Downtown,,1,1196,shp-196-51,1,1
2561070,196,2,196 Downtown,,1,2196,shp-196-51,1,1
541070,196,2,196 Downtown,,1,2196,shp-196-51,1,1
2300020,196,3,196 Downtown,,1,1107,shp-196-51,1,1
843070,196,2,196 Downtown,,1,1196,shp-196-51,1,1
2340090,196,1,196 Downtown,,1,2107,shp-196-51,1,1
1859090,196,1,196 Downtown,,1,2107,shp-196-51,1,1
2300090,196,1,196 Downtown,,1,1107,shp-196-51,1,1
317070,196,2,196 Downtown,,1,2196,shp-196-51,1,1
1671020,196,3,196 Downtown,,1,2107,shp-196-51,1,1
2052090,196,1,196 Downtown,,1,1107,shp-196-51,1,1
2106020,196,3,196 Downtown,,1,1107,shp-196-51,1,1
1736070,196,2,196 Downtown,,1,1196,shp-196-51,1,1
401090,196,1,196 Downtown,,1,1107,shp-196-51,1,1
525070,196,2,196 Downtown,,1,1196,shp-196-51,1,1
2549090,196,1,196 WWU/Lincoln,,0,2107,shp-196-01,1,1
1787090,196,1,196 WWU/Lincoln,,0,2107,shp-196-01,1,1
2060070,196,2,196 WWU/Lincoln,,0,2196,shp-196-01,1,1
967070,196,2,196 WWU/Lincoln,,0,1196,shp-196-01,1,1
1159090,196,1,196 WWU/Lincoln,,0,2107,shp-196-01,1,1
1439070,196,2,196 WWU/Lincoln,,0,2196,shp-196-01,1,1
72020,196,3,196 WWU/Lincoln,,0,1107,shp-196-01,1,1
1787020,196,3,196 WWU/Lincoln,,0,2107,shp-196-01,1,1
1938070,196,2,196 WWU/Lincoln,,0,1196,shp-196-01,1,1
1320020,196,3,196 WWU/Lincoln,,0,2107,shp-196-01,1,1
715070,196,2,196 WWU/Lincoln,,0,1196,shp-196-01,1,1
38020,196,3,196 WWU/Lincoln,,0,2107,shp-196-01,1,1
1814020,196,3,196 WWU/Lincoln,,0,1107,shp-196-01,1,1
950020,196,3,196 WWU/Lincoln,,0,1107,shp-196-01,1,1
917020,196,3,196 WWU/Lincoln,,0,1107,shp-196-01,1,1
38090,196,1,196 WWU/Lincoln,,0,2107,shp-196-01,1,1
1462070,196,2,196 WWU/Lincoln,,0,1196,shp-196-01,1,1
1429090,196,1,196 WWU/Lincoln,,0,2107,shp-196-01,1,1
1159020,196,3,196 WWU/Lincoln,,0,2107,shp-196-01,1,1
948070,196,2,196 WWU/Lincoln,,0,2196,shp-196-01,1,1
72090,196,1,196 WWU/Lincoln,,0,1107,shp-196-01,1,1
547070,196,2,196 WWU/Lincoln,,0,1196,shp-196-01,1,1
538020,196,3,196 WWU/Lincoln,,0,1107,shp-196-01,1,1
917090,196,1,196 WWU/Lincoln,,0,1107,shp-196-01,1,1
2549020,196,3,196 WWU/Lincoln,,0,2107,shp-196-01,1,1
1429020,196,3,196 WWU/Lincoln,,0,2107,shp-196-01,1,1
538090,196,1,196 WWU/Lincoln,,0,1107,shp-196-01,1,1
2110020,196,3,196 WWU/Lincoln,,0,1107,shp-196-01,1,1
950090,196,1,196 WWU/Lincoln,,0,1107,shp-196-01,1,1
2070070,196,2,196 WWU/Lincoln,,0,2196,shp-196-01,1,1
1814090,196,1,196 WWU/Lincoln,,0,1107,shp-196-01,1,1
2110090,196,1,196 WWU/Lincoln,,0,1107,shp-196-01,1,1
809070,196,2,196 WWU/Lincoln,,0,2196,shp-196-01,1,1
1320090,196,1,196 WWU/Lincoln,,0,2107,shp-196-01,1,1
169090,197,1,197 Downtown,,1,2107,shp-197-51,1,1
376020,197,3,197 Downtown,,1,1107,shp-197-51,1,1
1839070,197,2,197 Downtown,,1,1196,shp-197-51,1,1
31070,197,2,197 Downtown,,1,1196,shp-197-51,1,1
764020,197,3,197 Downtown,,1,1107,shp-197-51,1,1
1161020,197,3,197 Downtown,,1,1107,shp-197-51,1,1
2240020,197,3,197 Downtown,,1,2107,shp-197-51,1,1
1849020,197,3,197 Downtown,,1,2107,shp-197-51,1,1
2240090,197,1,197 Downtown,,1,2107,shp-197-51,1,1
2339090,197,1,197 Downtown,,1,1107,shp-197-51,1,1
647020,197,3,197 Downtown,,1,2107,shp-197-51,1,1
1073070,197,2,197 Downtown,,1,129,shp-197-51,1,1
169020,197,3,197 Downtown,,1,2107,shp-197-51,1,1
1509070,197,2,197 Downtown,,1,2196,shp-197-51,1,1
1161090,197,1,197 Downtown,,1,1107,shp-197-51,1,1
1924070,197,2,197 Downtown,,1,2196,shp-197-51,1,1
2044070,197,2,197 Downtown,,1,2196,shp-197-51,1,1
2405020,197,3,197 Downtown,,1,2107,shp-197-51,1,1
2405090,197,1,197 Downtown,,1,2107,shp-197-51,1,1
1603070,197,2,197 Downtown,,1,1196,shp-197-51,1,1
765020,197,3,197 Downtown,,1,2107,shp-197-51,1,1
2339020,197,3,197 Downtown,,1,1107,shp-197-51,1,1
1288090,197,1,197 Downtown,,1,1107,shp-197-51,1,1
1255070,197,2,197 Downtown,,1,1196,shp-197-51,1,1
1849090,197,1,197 Downtown,,1,2107,shp-197-51,1,1
979070,197,2,197 Downtown,,1,2196,shp-197-51,1,1
647090,197,1,197 Downtown,,1,2107,shp-197-51,1,1
376090,197,1,197 Downtown,,1,1107,shp-197-51,1,1
1288020,197,3,197 Downtown,,1,1107,shp-197-51,1,1
2247070,197,2,197 Downtown,,1,2196,shp-197-51,1,1
765090,197,1,197 Downtown,,1,2107,shp-197-51,1,1
1054090,197,1,197 Downtown,,1,1107,shp-197-51,1,1
1949070,197,2,197 Downtown,,1,1196,shp-197-51,1,1
1054020,197,3,197 Downtown,,1,1107,shp-197-51,1,1
764090,197,1,197 Downtown,,1,1107,shp-197-51,1,1
132090,197,1,197 Lincoln/WWU,,0,2107,shp-197-01,1,1
319070,197,2,197 Lincoln/WWU,,0,129,shp-197-01,1,1
592020,197,3,197 Lincoln/WWU,,0,1107,shp-197-01,1,1
625090,197,1,197 Lincoln/WWU,,0,1107,shp-197-01,1,1
1135090,197,1,197 Lincoln/WWU,,0,2107,shp-197-01,1,1
592090,197,1,197 Lincoln/WWU,,0,1107,shp-197-01,1,1
1135020,197,3,197 Lincoln/WWU,,0,2107,shp-197-01,1,1
132020,197,3,197 Lincoln/WWU,,0,2107,shp-197-01,1,1
2402070,197,2,197 Lincoln/WWU,,0,1196,shp-197-01,1,1
2647020,197,3,197 Lincoln/WWU,,0,1107,shp-197-01,1,1
11090,197,1,197 Lincoln/WWU,,0,1107,shp-197-01,1,1
135090,197,1,197 Lincoln/WWU,,0,2107,shp-197-01,1,1
1557020,197,3,197 Lincoln/WWU,,0,2107,shp-197-01,1,1
151090,197,1,197 Lincoln/WWU,,0,1107,shp-197-01,1,1
2613070,197,2,197 Lincoln/WWU,,0,2196,shp-197-01,1,1
11020,197,3,197 Lincoln/WWU,,0,1107,shp-197-01,1,1
2457020,197,3,197 Lincoln/WWU,,0,1107,shp-197-01,1,1
46090,197,1,197 Lincoln/WWU,,0,2107,shp-197-01,1,1
1557090,197,1,197 Lincoln/WWU,,0,2107,shp-197-01,1,1
121070,197,2,197 Lincoln/WWU,,0,2196,shp-197-01,1,1
1774070,197,2,197 Lincoln/WWU,,0,2196,shp-197-01,1,1
135020,197,3,197 Lincoln/WWU,,0,2107,shp-197-01,1,1
